latitude,longitude,Address,Hospital Type,Services Empanelled
13.0552786,80.2648512,"Govt. Royapettah Hosp,Dental ,Chennai TN, Chennai, CHENNAI, TAMIL NADU",Public,BLANK
10.9954383,76.9701545,"Coimbatore Govt Medical College,Coimbatore DC., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
11.3044769,76.9365638,"Govt hospital Mettupalayam,Coimbatore DC., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
10.9954383,76.9701545,"Govt. Dist. Head Quarters Hospital,Coimbatore DC., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
12.1226572,78.157512,"Govt Hospital Harur,Dharmapuri DC., Dharmapuri, DHARMAPURI, TAMIL NADU",Public,BLANK
12.1226572,78.157512,"Govt. Dharmapuri Medical College,Dharmapuri DC., Dharmapuri, DHARMAPURI, TAMIL NADU",Public,BLANK
12.1226572,78.157512,"Govt. Head Quarters Hospital,Dharmapuri DC., Dharmapuri, DHARMAPURI, TAMIL NADU",Public,BLANK
12.1226572,78.157512,"Govt Hospital, Palacode, Dharmapuri DC., Dharmapuri, DHARMAPURI, TAMIL NADU",Public,BLANK
11.4673663,77.4357739,"Govt. Hospital Gobichettipalayam, Erode DC., Erode, ERODE, TAMIL NADU",Public,BLANK
11.339507,77.717884,"Govt.Head Quarters Hospital,Erode DC., Erode, ERODE, TAMIL NADU",Public,BLANK
11.339507,77.717884,"Govt Hospital Bhavani, Erode DC., Erode, ERODE, TAMIL NADU",Public,BLANK
10.9541529,78.096251,"Govt.Head Quarters Hospital,Karur DC., Karur, KARUR, TAMIL NADU",Public,BLANK
12.729529,77.824818,"Govt. Hospital Hosur, Krishnagiri DC., Krishnagiri, KRISHNAGIRI, TAMIL NADU",Public,BLANK
12.5280974,78.2185544,"Govt.Head Quarters Hospital,Krishnagiri DC., Krishnagiri, KRISHNAGIRI, TAMIL NADU",Public,BLANK
11.21682,78.1684811,"Govt Hospital Thiruchengodu,Namakkal DC., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
11.21682,78.1684811,"Govt.Head Quarters Hospital,Namakkal DC., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
11.444591,78.1598723,"Govt Hospital Rasipuram, Namakkal DC., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
11.21682,78.1684811,"Govt Hospital Kumarapalayam, Namakkal DC., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
11.3448471,76.7982969,"Govt Hospital Connoor, Nilgiris DC., Nilgiris, THE NILGIRIS, TAMIL NADU",Public,BLANK
11.6552679,78.1528169,"Govt Hospital Authur,Salem DC., Salem, SALEM, TAMIL NADU",Public,BLANK
11.6557795,78.1535394,"Govt Mohan Kumaramangalam Med College, Salem DC., Salem, SALEM, TAMIL NADU",Public,BLANK
11.6552679,78.1528169,"Govt.Head Quarters Hospital Mettur Dam,Salem DC., Salem, SALEM, TAMIL NADU",Public,BLANK
11.7415118,78.0443172,"Govt Hospital,Omalur, Salem DC., Salem, SALEM, TAMIL NADU",Public,BLANK
10.9497982,78.4449091,"Govt Hospital,Musiri,Trichy DC., Tiruchirappalli, TIRUCHIRAPPALLI, TAMIL NADU",Public,BLANK
10.6042261,78.4378647,"Govt. Head Qrtrs Hosp Manaparai,Trichy DC., Tiruchirappalli, TIRUCHIRAPPALLI, TAMIL NADU",Public,BLANK
10.8570654,78.6914594,"Govt. Hospital Srirangam,Trichy DC., Tiruchirappalli, TIRUCHIRAPPALLI, TAMIL NADU",Public,BLANK
10.7976359,78.6793029,"K.A.P.Viswanathan Govt. Medical College,Trichy DC., Tiruchirappalli, TIRUCHIRAPPALLI, TAMIL NADU",Public,BLANK
10.8790648,78.8185117,"Govt Hospital Lalgudi, Trichy DC., Tiruchirappalli, TIRUCHIRAPPALLI, TAMIL NADU",Public,BLANK
11.0819778,77.367289,"Govt Hospital,Dharapuram,Tirupur DC., Tirupur, TIRUPPUR, TAMIL NADU",Public,BLANK
10.5837077,77.2473719,"Govt Hospital,Udumalapet,Tirupur DC., Tirupur, TIRUPPUR, TAMIL NADU",Public,BLANK
10.9962258,77.2804177,"Govt Hospital, Palladam, Tirupur DC., Tirupur, TIRUPPUR, TAMIL NADU",Public,BLANK
10.366464,77.977433,"Govt Hospital, Palani, Dindigul DC., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
10.3638935,77.9763633,"Govt. Head Quarters Hospital, Dindigul DC., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
11.0286743,77.0239197,"Govt CMC Surgical Oncology, Coimbatore TN., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
8.1737402,77.3960267,"Govt Hospital Bhoothapandi,Kanyakumari DC., Kanyakumari, KANNIYAKUMARI, TAMIL NADU",Public,BLANK
8.0834856,77.5467104,"Govt hospital,kulithurai,Kanyakumari, DC., Kanyakumari, KANNIYAKUMARI, TAMIL NADU",Public,BLANK
8.1737402,77.3960267,"Kanyakumari Medical College Hosp, Kanyakumari DC., Kanyakumari, KANNIYAKUMARI, TAMIL NADU",Public,BLANK
8.1737402,77.3960267,"Govt. Head Quarters Hospital,Kanyakumari DC., Kanyakumari, KANNIYAKUMARI, TAMIL NADU",Public,BLANK
10.373697,78.8182032,"Govt Hospital,Thirumayam,Pudukottai,DC., Pudukkottai, PUDUKKOTTAI, TAMIL NADU",Public,BLANK
10.18005,79.0001374,"Govt hospital,Arranthangi,Pudukottai,DC., Pudukkottai, PUDUKKOTTAI, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Govt Hospital Thirupathur, Sivagangai DC., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
10.0639446,78.7770984,"Govt. Hospital Karaikudi,Sivagangai DC., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
10.774885,79.6280909,"Govt hospital,Nanillam,Tiruvarur DC., Tiruvarur, THIRUVARUR, TAMIL NADU",Public,BLANK
10.774885,79.6280909,"Govt hospital,Thiruthuraipoondi,Tiruvarur DC., Tiruvarur, THIRUVARUR, TAMIL NADU",Public,BLANK
10.774885,79.6280909,"Tiruvarur Medical College,Tiruvarur DC., Tiruvarur, THIRUVARUR, TAMIL NADU",Public,BLANK
8.7262746,77.7150013,"Dist.Govt. Head Qrtrs Hosp Tenkasi,Tirunelveli DC., Tirunelveli, TIRUNELVELI, TAMIL NADU",Public,BLANK
8.7117515,77.7508167,"Govt Hospital Sankarankoil, Tirunelveli DC., Tirunelveli, TIRUNELVELI, TAMIL NADU",Public,BLANK
8.7117515,77.7508167,"Govt hospital,Ambasamudiram,Tirunelveli DC., Tirunelveli, TIRUNELVELI, TAMIL NADU",Public,BLANK
8.7117515,77.7508167,"Tirunelveli Medical College Hosp,Tirunelveli DC., Tirunelveli, TIRUNELVELI, TAMIL NADU",Public,BLANK
9.3636382,78.831878,"Govt.Head Quarters Hospital,Ramanathapuram DC., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
9.3636382,78.831878,"Govt Hospital,Mudukalathur,Ramanthapuram DC., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
8.7872106,78.1169498,"Toothukudi Medical College,Tuticorin DC., Thoothukudi, TUTICORIN, TAMIL NADU",Public,BLANK
8.7516442,78.1922444,"Govt Hospital,Thiruchendur,Tuticorin DC., Thoothukudi, TUTICORIN, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Govt hospital,Devakottai,Sivagangai, DC., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai Medical College,Sivagangai, DC., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
10.1232642,77.5328162,"Govt. Head Qrtrs Hospital Periyakullam,Theni DC., Theni, THENI, TAMIL NADU",Public,BLANK
9.7303825,77.2802487,"Govt. kambam Hospital, Theni DC., Theni, THENI, TAMIL NADU",Public,BLANK
10.0061925,77.5536939,"Theni Govt. Medical College and Hospital,Theni DC., Theni, THENI, TAMIL NADU",Public,BLANK
9.4159,78.365963,"Govt Hospital Kamudhi,Ramanathapuram DC., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
9.3636382,78.831878,"Govt Hospital Keelakkarai,Ramanathapuram, DC., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
9.3636382,78.831878,"Govt Hospital,Thiruvadanai,Ramanthapuram DC., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
9.8328501,77.9926934,"Govt Hospital Thirumangalam, Madurai DC., Madurai, MADURAI, TAMIL NADU",Public,BLANK
10.03087,78.334424,"Govt Hospital, Melur,Madurai,DC., Madurai, MADURAI, TAMIL NADU",Public,BLANK
9.946703,78.144897,"Govt. Head Quarters Hospital,Madurai DC., Madurai, MADURAI, TAMIL NADU",Public,BLANK
9.9280709,78.1294632,"Madurai Rajaji Medical College,Madurai DC., Madurai, MADURAI, TAMIL NADU",Public,BLANK
12.942847,80.1330657,"Govt. Tambaram Hospital, OG Kancheepuram DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
12.942847,80.1330657,"Govt Tambaram Sanatorium Hosp, OG Kancheepuram DC., Kancheepuram, KANCHIPURAM, TAMIL NADU",Public,BLANK
12.8329933,79.7102775,"Govt. Head Quarters Hospital, OG Kancheepuram DC., KANCHIPURAMKancheepuram, KANCHIPURAM, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt. Arani Hospital, OG Tiruvannmalai DC., Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt. Cheyyar Hospital, OG Tiruvannmalai DC., Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.5049825,79.6134892,"Govt. Hospital Vandavasi OG Thiruvannamalai DC., Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
11.7566825,79.7592638,"Govt.Head Quarters Hospital, OG Cuddalore DC., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.5154369,79.3172175,"Govt. Virudhachalam Hospital, OG Cuddalore DC., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.9551469,79.1926262,"Govt Hospital, Thirukovilur, OG Villupuram, DC., Viluppuram, VILLUPURAM, TAMIL NADU",Public,BLANK
11.9338992,79.4825596,"Govt.Head Quarters Hospital, OG Villupuram DC., Viluppuram, VILLUPURAM, TAMIL NADU",Public,BLANK
11.1425795,79.0697401,"Govt. Jayakondam Hospital, OG Ariyalur DC., Ariyalur, Ariyalur, TAMIL NADU",Public,BLANK
11.1425795,79.0697401,"Govt. Head Quarters Hospital,OG Ariyalur DC., Ariyalur, Ariyalur, TAMIL NADU",Public,BLANK
11.2365689,78.8607773,"Govt.Head Quarters Hospital, OG Perambalur DC., Perambalur, PERAMBALUR, TAMIL NADU",Public,BLANK
12.8341735,79.7036402,"Govt.karapattu cancer institut,OG Kancheepuram DC., Kancheepuram, KANCHIPURAM, TAMIL NADU",Public,BLANK
12.8329933,79.7102775,"Govt. Madhurandaham Hospital, OG Kancheepuram DC., Kancheepuram, KANCHIPURAM, TAMIL NADU",Public,BLANK
12.6710248,79.9803605,"Govt. Chengalpet Hospital, OG Kancheepuram DC., Kancheepuram, KANCHIPURAM, TAMIL NADU",Public,BLANK
9.5883886,77.9619294,"Govt hospital,Arupukottai,Virudhunagar DC., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
9.4806938,77.8118733,"Govt hospital,Sivakasi,Virudhunagar DC., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
9.5883886,77.9619294,"Govt.Head Quarters Hospital,Virudhunagar DC., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
13.1275554,79.9104178,"Govt. Head Quarters Hospital,OG Tiruvallur DC., Thiruvallur, THIRUVALLUR, TAMIL NADU",Public,BLANK
13.1276504,79.9109781,"Govt Hospital, Tiruthani, OG Thiruvallur DC., Thiruvallur, THIRUVALLUR, TAMIL NADU",Public,BLANK
13.3379548,80.192837,"Govt Hospital, Ponneri, OG Thiruvallur DC., Thiruvallur, THIRUVALLUR, TAMIL NADU",Public,BLANK
10.7586,79.1066,"Thanjavur Medical College Hosp, OG Thanjavur DC., Thanjavur, THANJAVUR, TAMIL NADU",Public,BLANK
10.7855379,79.1365965,"Govt. Raja Mirasdar Hospital, OG Thanjavur DC., Thanjavur, THANJAVUR, TAMIL NADU",Public,BLANK
10.9427834,78.4148989,"Govt Hospital, Kulithalai, Karur DC., Karur, KARUR, TAMIL NADU",Public,BLANK
10.7855379,79.1365965,"Govt. Hospital Kumbakonam, OG Thanjavur DC., Thanjavur, THANJAVUR, TAMIL NADU",Public,BLANK
10.7855379,79.1365965,"Govt. Pattukottai Hospital, OG Thanjavur DC., Thanjavur, THANJAVUR, TAMIL NADU",Public,BLANK
10.7723989,79.8436261,"Govt. Mayiladuthurai Hospital, OG Nagapattinam DC., Nagapattinam, NAGAPATTINAM, TAMIL NADU",Public,BLANK
10.7723989,79.8436261,"Govt. Sirkazhi Hospital, OG Nagapattinam DC., Nagapattinam, NAGAPATTINAM, TAMIL NADU",Public,BLANK
10.7723989,79.8436261,"Govt.Head Quarters Hospital, OG Nagapattinam DC., Nagapattinam, NAGAPATTINAM, TAMIL NADU",Public,BLANK
11.3984753,79.7188193,"Rajah Muthiah Med Coll and Hosp, OG Cuddalore DC., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
13.0552786,80.2648512,"Govt. Royapettah Hospital, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0799717,80.2722928,"Madras Medical College, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0783427,80.2438901,"Govt. Kilpauk Medical College, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.1044322,80.2835694,"Govt. Stanley Hospital, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.108717,80.287984,"RSRM, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0736901,80.2592078,"IOG Egmore, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0595062,80.2782091,"Govt. KasturiBai Gandhi Hospital, OG Chennai DC., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
12.913191,79.1333125,"Govt. Hospital Arakonam, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
12.8451821,79.1370598,"Govt. Vaniyambadi Hospital, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
12.9156768,79.1338086,"Govt. Gudiyatham Hospital, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
12.8451821,79.1370598,"Govt Hospital Ambur, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
12.8451821,79.1370598,"Govt. Medical College Hospital, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
12.9359106,79.1502059,"Govt.Head Quarters Hospital, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
11.2798663,78.2349649,"Govt Hospital, Sendamangalam, Namakkal TN., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
10.5284219,77.9547807,"Govt Hospital, Vedachandur, Dindigul, TN., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
10.3638935,77.9763633,"Govt Hospital, Kodaikkanal,Dindigul, TN., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
10.1735583,77.8581709,"Govt Hospital, Nilakottai,Dindigul, TN., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
10.9995219,76.9718711,"Govt CMC Dental Surgery, Coimbatore TN., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
13.0734891,80.2569311,"ICH PAEDIATRIC EMERGENCY CHENNAI,TN., ChenniaChennai, CHENNAI, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, General Medicine, Sivagangai TN., SivagangaiSivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, Ortho, Sivagangai TN., SivagangaiSivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, Paediatrics, Sivagangai TN., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, OG, Sivagangai TN., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, General Surgery, Sivagangai TN., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, Derma, Sivagangai TN., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, ENT, Sivagangai TN., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
9.837296,78.48585,"Sivagangai MC, Dental, Sivagangai TN., Sivagangai, SIVAGANGA, TAMIL NADU",Public,BLANK
12.8329933,79.7102775,"Govt.Head Quarters Hospital,Stemi Kancheepuram TN., Kancheepuram, KANCHIPURAM, TAMIL NADU",Public,BLANK
13.103219,80.286734,"Govt.Stanley Medi College Stemi,Chennai TN., Near Bharathi Arts College, Old Jail RoadChennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0849746,79.6647265,"Govt.Hospital Arakonam Stemi Vellore,TN., Vellore, VELLORE, TAMIL NADU",Public,BLANK
13.1275554,79.9104178,"Govt. Head Quarters Hospital, StemiTiruvallur TN., Thiruvallur, THIRUVALLUR, TAMIL NADU",Public,BLANK
12.8772937,79.1349199,"Govt.Medical College Hospital Stemi,VelloreTN., Vellore, VELLORE, TAMIL NADU",Public,BLANK
8.8053619,78.1507183,"Toothukudi. MC. Neurology, Tuticorin TN., Thoothukudi, TUTICORIN, TAMIL NADU",Public,BLANK
11.6557795,78.1535394,"Govt Mohan Kumaramangalam Chest Medicine,Salem TN., Salem, SALEM, TAMIL NADU",Public,BLANK
11.6557795,78.1535394,"Govt Mohan Kumaramangalam Radiation Onco,Salem TN., Salem, SALEM, TAMIL NADU",Public,BLANK
11.21682,78.1684811,"Govt Hospital, Sendamangalam, Namakkal DC., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Speciality Hospital,Omandur Chennai DC., Omandur , ChennaiChennai, CHENNAI, TAMIL NADU",Public,BLANK
12.8451821,79.1370598,"Govt.Medical College Hospital Dental,VelloreTN., VelloreVellore, VELLORE, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Of Medical College ENT Tiruvannamalai TN., TiruvannamalaiTiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College Gynecology,Tiruvannamalai TN., TiruvannamalaiTiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College Ortho,Tiruvannamalai TN., Tiruvannamalai TN.Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College G.Surgery,Tiruvannamalai TN., Tiruvannamalai TN.Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College G.Medicine,Tiruvannamalai TN., Tiruvannamalai TN.Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College Paediatric,Tiruvannamalai TN., Tiruvannamalai TN.Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College Ophthal,Tiruvannamalai TN., Tiruvannamalai TN.Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Speciality CTVS, Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Speciality Cardio,Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Speciality Neuro,Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Speciality Vascular,Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Plastic Surgery Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Surgical Onco Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Radiology Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Medical Onco Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Radiation Onco Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl ICU Omandur Chennai TN., Omandur Chennai TN.Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0715419,80.2436712,"KGH Pediatric Surgery,Chennai TN., CHENNAIChennai, CHENNAI, TAMIL NADU",Public,BLANK
9.3100647,79.0174488,"Govt Hospital,Uchipuli, Ramanathapuram TN., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
9.3636382,78.831878,"Govt Hospital,Parthibanur,Ramanathapuram,TN., Ramanathapuram, RAMANATHAPURAM, TAMIL NADU",Public,BLANK
13.1121574,79.4206005,"Govt Hospital Sholingur, Vellore TN., Vellore, VELLORE, TAMIL NADU",Public,BLANK
11.6927302,79.2859268,"Govt Hospital Ulundurpet, Villupuram TN., Viluppuram, VILLUPURAM, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Neuro Surgery, Omandur Chennai TN., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Nephrology, Omandur Chennai TN., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Spl Inter Radiology Omandur Chennai TN., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
11.6927302,79.2859268,"Govt Hospital Ulundurpet, OG Villupuram DC., Viluppuram, VILLUPURAM, TAMIL NADU",Public,BLANK
11.21682,78.1684811,"Govt hospital Paramathyvelur,Namakkal TN., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
11.0355837,76.9747216,"Govt hospital Annur,Coimbatore TN., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
12.913191,79.1333125,"Govt Hospital Sholingur, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
13.0799717,80.2722928,"MMC Minimal Access surgery,Chennai TN., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
12.2742863,79.0790996,"Govt.Medical College Dental,Tiruvannamalai TN., Tiruvannamalai, TIRUVANNAMALAI, TAMIL NADU",Public,BLANK
8.7255614,77.7303737,"Tirunelveli MC. Medical Oncology,Tirunelveli TN., Tirunelveli, TIRUNELVELI, TAMIL NADU",Public,BLANK
11.21682,78.1684811,"Govt hospital Paramathyvelur,Namakkal DC., Namakkal, NAMAKKAL, TAMIL NADU",Public,BLANK
11.232113,77.1014238,"Govt hospital Annur,Coimbatore DC., Coimbatore, COIMBATORE, TAMIL NADU",Public,BLANK
9.9269839,78.1317569,"Govt. Rajaji Hospital, Endocrinology, Madurai TN., Madurai, MADURAI, TAMIL NADU",Public,BLANK
10.3638935,77.9763633,"Govt Hospital, Nilakottai,Dindigul, DC., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
10.3638935,77.9763633,"Govt Hospital, Vedachandur, Dindigul, DC., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
10.3638935,77.9763633,"Govt Hospital, Kodaikkanal,Dindigul, DC., Dindigul, DINDIGUL, TAMIL NADU",Public,BLANK
12.9246021,79.1348129,"Govt.Medical College Neurology ,Vellore TN., Vellore, VELLORE, TAMIL NADU",Public,BLANK
13.0673164,80.2751216,"Govt.SupSpl TNMSSH CardiologyII,Omandur ChennaiTN., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
12.4922844,78.565926,"Govt.Thirupathur Hospital, OG Vellore DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
11.7673877,79.549191,"Govt. Hospital Panruti, OG Cuddalore DC., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.7566825,79.7592638,"Govt. Hospital Kurinjipadi, OG Cuddalore DC., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.7566825,79.7592638,"Govt. Hospital Kattumannarkudi, OG Cuddalore DC., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.493143,76.499774,"Govt Hospital Gudalur, Nilgiris DC., Nilgiris, THE NILGIRIS, TAMIL NADU",Public,BLANK
12.1250374,78.151633,"Govt Hospital, Pappireddipatti, Dharmapuri TN., Dharmapuri, DHARMAPURI, TAMIL NADU",Public,BLANK
11.4212586,76.8614513,"Govt Hospital, Kothagiri, Nilgiris TN., Nilgiris, THE NILGIRIS, TAMIL NADU",Public,BLANK
11.5028747,76.4934602,"Govt Hospital, Gudalur, Nilgiris TN., Nilgiris, THE NILGIRIS, TAMIL NADU",Public,BLANK
8.3724072,77.2994453,"Govt Hospital Kulasekaram, Kanyakumari TN., Kanyakumari, KANNIYAKUMARI, TAMIL NADU",Public,BLANK
11.5615299,79.5930506,"Govt Hospital Kurinjipadi, Cuddalore TN., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.7673877,79.549191,"Govt Hospital Panruti, Cuddalore TN., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.2841959,79.5518286,"Govt Hospital kattumannarkudi,Cuddalore TN., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
11.4014215,79.1226902,"Govt Hospital Tittakudi, Cuddalore TN., Cuddalore, CUDDALORE, TAMIL NADU",Public,BLANK
8.3611016,77.2923643,"Govt Hospital Kulasekaram, OG Kanyakumari DC., Kanyakumari, KANNIYAKUMARI, TAMIL NADU",Public,BLANK
11.4212586,76.8614513,"Govt Hospital, Kothagiri, Nilgiris DC., Nilgiris, THE NILGIRIS, TAMIL NADU",Public,BLANK
12.1376827,78.1654701,"Govt Hospital, Pappireddipatti, Dharmapuri DC., Dharmapuri, DHARMAPURI, TAMIL NADU",Public,BLANK
12.9246021,79.1348129,"Govt.Medical College Hosp Nephrology,VelloreTN., Vellore, VELLORE, TAMIL NADU",Public,BLANK
12.9158317,79.1346016,"Govt Hospital,Pentland,Vellore,DC., Vellore, VELLORE, TAMIL NADU",Public,BLANK
9.5883886,77.9619294,"Govt hospital,Kariapatti,Virudhunagar TN., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
9.6740286,78.096232,"Govt hospital,Kariapatti,Virudhunagar DC., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
13.0701638,80.2745838,"Govt.Super Speciality Ortho,Omandur Chennai TN., Chennai, CHENNAI, TAMIL NADU",Public,BLANK
9.5883886,77.9619294,"Govt hospital,Sattur,Virudhunagar TN., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
9.640128,77.6354902,"Govt hospital,Watrap,Virudhunagar TN., Virudunagar, VIRUDHUNAGAR, TAMIL NADU",Public,BLANK
